,ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
7170,SBGL,GIG,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,22,48,32,S,43,14,37,W,9,-22.809,-43.244
7172,SBGO,GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,16,37,52,S,49,13,20,W,747,-16.631,-49.222
7174,SBGR,GRU,GUARULHOS,SAO PAULO,BRAZIL,23,25,56,S,46,28,9,W,750,-23.432,-46.469
7177,SBHT,ATM,ALTAMIRA,ALTAMIRA,BRAZIL,3,15,14,S,52,15,14,W,113,-3.254,-52.254
7180,SBIL,IOS,ILHEUS,ILHEUS,BRAZIL,14,48,57,S,39,1,59,W,5,-14.816,-39.033
7181,SBIP,IPN,USIMINAS,IPATINGA,BRAZIL,19,28,14,S,42,29,15,W,239,-19.471,-42.488
7183,SBIZ,IMP,IMPERATRIZ,IMPERATRIZ,BRAZIL,5,31,52,S,47,27,36,W,132,-5.531,-47.46
7186,SBJF,JDF,FRANCISCO DE ASSIS,JUIZ DE FORA,BRAZIL,21,47,29,S,43,23,12,W,912,-21.791,-43.387
7187,SBJP,JPA,INTL. PRES. CASTRO PINTO,JOAO PESSOA,BRAZIL,7,16,11,S,35,53,46,W,502,-7.27,-35.896
7189,SBJV,JOI,JOINVILLE,JOINVILLE,BRAZIL,26,13,29,S,48,47,50,W,5,-26.225,-48.797
7191,SBKP,VCP,VIRACOPOS,CAMPINAS,BRAZIL,23,0,29,S,47,8,4,W,662,-23.008,-47.134
7193,SBLN,LIP,LINS,LINS,BRAZIL,21,39,50,S,49,43,49,W,476,-21.664,-49.73
7194,SBLO,LDB,LONDRINA,LONDRINA,BRAZIL,23,20,1,S,51,7,48,W,570,-23.334,-51.13
7195,SBLP,LAZ,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BRAZIL,13,15,43,S,43,24,29,W,444,-13.262,-43.408
7197,SBMA,MAB,MARABA,MARABA,BRAZIL,5,22,6,S,49,8,16,W,109,-5.368,-49.138
7199,SBMG,MGF,MARINGA,MARINGA,BRAZIL,23,26,23,S,51,54,25,W,559,-23.44,-51.907
7200,SBMK,MOC,MONTES CLAROS,MONTES CLAROS,BRAZIL,16,42,24,S,43,49,8,W,668,-16.707,-43.819
7203,SBMO,MCZ,ZUMBI DOS PALMARES,MACEIO,BRAZIL,9,30,37,S,35,47,36,W,118,-9.51,-35.793
7204,SBMQ,MCP,MACAPA,MACAPA,BRAZIL,0,3,2,N,51,4,19,W,18,0.051,-51.072
7209,SBNF,NVT,NAVEGANTES ITAJAI,NAVEGANTES,BRAZIL,26,52,48,S,48,39,5,W,6,-26.88,-48.651
7210,SBNM,GEL,SANTO ANGELO,SANTO ANGELO,BRAZIL,28,16,54,S,54,10,8,W,322,-28.282,-54.169
7211,SBNT,NAT,AUGUSTO SEVERO,NATAL,BRAZIL,5,54,40,S,35,14,52,W,52,-5.911,-35.248
7214,SBPA,POA,SALGADO FILHO,PORTO ALEGRE,BRAZIL,29,59,39,S,51,10,17,W,4,-29.994,-51.171
7216,SBPC,POO,POCOS DE CALDAS,POCOS DE CALDAS,BRAZIL,21,50,34,S,46,34,4,W,1261,-21.843,-46.568
7217,SBPF,PFB,LAURO KURTZ,PASSO FUNDO,BRAZIL,28,14,38,S,52,19,35,W,725,-28.244,-52.326
7220,SBPK,PET,PELOTAS,PELOTAS,BRAZIL,31,43,6,S,52,19,39,W,18,-31.718,-52.328
7221,SBPL,PNZ,PETROLINA,PETROLINA,BRAZIL,9,21,50,S,40,33,50,W,385,-9.364,-40.564
7222,SBPN,PNB,PORTO NACIONAL,PORTO NACIONAL,BRAZIL,10,43,9,S,48,23,59,W,266,-10.719,-48.4
7223,SBPP,PMG,PONTA PORA,PONTA PORA,BRAZIL,22,32,58,S,55,42,9,W,658,-22.549,-55.703
7225,SBPV,PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,BRAZIL,8,42,33,S,63,54,8,W,89,-8.709,-63.902
7228,SBRB,RBR,PRESIDENTE MEDICI,RIO BRANCO,BRAZIL,9,52,8,S,67,53,37,W,194,-9.869,-67.894
7229,SBRF,REC,GUARARAPES,RECIFE,BRAZIL,8,7,35,S,34,55,24,W,11,-8.126,-34.923
7230,SBRG,RIG,RIO GRANDE,RIO GRANDE,BRAZIL,32,4,57,S,52,9,59,W,9,-32.083,-52.166
7231,SBRJ,SDU,SANTOS DUMONT,RIO DE JANEIRO,BRAZIL,22,54,37,S,43,9,47,W,4,-22.91,-43.163
7232,SBRP,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,21,8,3,S,47,46,27,W,550,-21.134,-47.774
7235,SBSC,STU,SANTA CRUZ,RIO DE JANEIRO,BRAZIL,22,55,56,S,43,43,8,W,4,-22.932,-43.719
7237,SBSJ,SJK,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BRAZIL,23,13,45,S,45,51,41,W,647,-23.229,-45.861
7238,SBSL,SLZ,MARECHAL CUNHA MACHADO,SAO LUIS,BRAZIL,2,35,19,S,44,14,11,W,55,-2.589,-44.236
7239,SBSM,STM,SANTA MARIA,SANTAREM,BRAZIL,29,42,40,S,53,41,17,W,88,-29.711,-53.688
7240,SBSP,CGH,CONGONHAS,SAO PAULO,BRAZIL,23,37,36,S,46,39,19,W,802,-23.627,-46.655
7241,SBSR,SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,20,48,59,S,49,24,23,W,544,-20.816,-49.406
7242,SBST,SSZ,SANTOS AIR BASE,SANTOS,BRAZIL,23,55,30,S,46,17,15,W,4,-23.925,-46.288
7243,SBSV,SSA,DEPUTADO LUIS EDUARDO MAGALHAES,SALVADOR,BRAZIL,12,54,39,S,38,19,51,W,20,-12.911,-38.331
7246,SBTE,THE,SENADOR PETRONIO PORTELLA,TERESINA,BRAZIL,5,3,35,S,42,49,24,W,67,-5.06,-42.823
7247,SBTF,TFF,TEFE,TEFE,BRAZIL,3,22,58,S,64,43,26,W,57,-3.383,-64.724
7251,SBTT,TBT,TABATINGA,TABATINGA,BRAZIL,4,15,20,S,69,56,8,W,86,-4.256,-69.936
7252,SBTU,TUR,TUCURUI,TUCURUI,BRAZIL,3,47,6,S,49,43,10,W,253,-3.785,-49.719
7254,SBUF,PAV,PAULO AFONSO,PAULO ALFONSO,BRAZIL,9,24,3,S,38,15,2,W,270,-9.401,-38.251
7255,SBUG,URG,RUBEM BERTA,URUGUAIANA,BRAZIL,29,46,55,S,57,2,17,W,79,-29.782,-57.038
7256,SBUL,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,18,52,58,S,48,13,32,W,944,-18.883,-48.226
7258,SBUR,UBA,UBERABA,UBERABA,BRAZIL,19,45,54,S,47,57,53,W,810,-19.765,-47.965
7259,SBVG,VAG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL,21,35,24,S,45,28,24,W,923,-21.59,-45.473
7260,SBVH,BVH,VILHENA,VILHENA,BRAZIL,12,41,39,S,60,5,53,W,616,-12.694,-60.098
7261,SBVT,VIX,GOIABEIRAS,VITORIA,BRAZIL,20,15,20,S,40,17,20,W,4,-20.256,-40.289
7264,SBYS,QPS,CAMPO FONTENELLE,PIRACUNUNGA,BRAZIL,21,59,7,S,47,20,17,W,600,-21.985,-47.338
7265,SCAC,ZUD,PUPELDE,ANCUD,CHILE,41,54,22,S,73,47,48,W,115,-41.906,-73.797
7266,SCAP,WAP,ALTO PALENA,ALTO PALENA,CHILE,43,36,55,S,71,48,25,W,278,-43.615,-71.807
7267,SCAR,ARI,CHACALLUTA,ARICA,CHILE,18,20,54,S,70,20,19,W,51,-18.348,-70.339
7268,SCBA,BBA,BALMACEDA,BALMACEDA,CHILE,45,54,57,S,71,41,21,W,525,-45.916,-71.689
7270,SCCC,CCH,CHILE CHICO,CHILE CHICO,CHILE,46,34,54,S,71,41,51,W,327,-46.582,-71.698
7271,SCCF,CJC,EL LOA,CALAMA,CHILE,22,29,55,S,68,54,15,W,2291,-22.499,-68.904
7273,SCCI,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,53,0,10,S,70,51,17,W,43,-53.003,-70.855
7274,SCCY,GXQ,TENIENTE VIDAL,COYHAIQUE,CHILE,45,35,39,S,72,6,22,W,311,-45.594,-72.106
7275,SCDA,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,20,32,6,S,70,10,52,W,48,-20.535,-70.181
7276,SCEL,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,33,23,34,S,70,47,8,W,474,-33.393,-70.786
7277,SCFA,ANF,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,CHILE,23,26,40,S,70,26,42,W,139,-23.444,-70.445
7280,SCGE,LSQ,MARIA DOLORES,LOS ANGELES,CHILE,37,24,6,S,72,25,32,W,114,-37.402,-72.426
7282,SCHA,CPO,CHAMONATE,COPIAPO,CHILE,27,17,46,S,70,24,49,W,291,-27.296,-70.414
7284,SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,36,46,21,S,73,3,47,W,8,-36.773,-73.063
7285,SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,27,9,53,S,109,25,18,W,70,-27.165,-109.422
7286,SCJO,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,40,36,41,S,73,3,37,W,57,-40.611,-73.06
7292,SCSE,LSC,LA FLORIDA,LA SERENA,CHILE,29,54,59,S,71,11,28,W,147,-29.916,-71.191
7297,SCTC,ZCO,MAQUEHUE,TEMUCO,CHILE,38,46,7,S,72,38,9,W,93,-38.769,-72.636
7298,SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,41,26,19,S,73,5,38,W,90,-41.439,-73.094
7299,SCTI,ULC,LOS CERRILLOS,SANTIAGO,CHILE,33,29,36,S,70,41,51,W,512,-33.493,-70.698
7300,SCTN,WCH,CHAITEN,CHAITEN,CHILE,42,55,59,S,72,41,57,W,4,-42.933,-72.699
7301,SCVD,ZAL,PICHOY,VALDIVIA,CHILE,39,38,59,S,73,5,10,W,18,-39.65,-73.086
7304,SEAM,ATF,CHACHOAN,AMBATO,ECUADOR,1,12,45,S,78,34,27,W,2573,-1.212,-78.574
7327,SECO,OCC,FRANCISCO DE ORELLANA,COCA,ECUADOR,0,27,46,S,76,59,11,W,250,-0.463,-76.986
7331,SECU,CUE,MARISCAL LAMAR,CUENCA,ECUADOR,2,53,22,S,78,59,3,W,2525,-2.889,-78.984
7339,SEGS,GPS,SEYMOUR,GALAPAGOS,GALAPAGOS I. (ECUADOR,0,27,13,S,90,15,57,W,16,-0.454,-90.266
7340,SEGU,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,ECUADOR,2,9,28,S,79,53,2,W,5,-2.158,-79.884
7354,SELA,LGQ,LAGO AGRIO,LAGO AGRIO,ECUADOR,0,5,32,N,76,52,9,W,298,0.092,-76.869
7368,SEMC,XMS,MACAS,MACAS,ECUADOR,2,17,57,S,78,7,14,W,1001,-2.299,-78.121
7373,SEMH,MCH,GENERAL SERRANO,MACHALA,ECUADOR,3,16,8,S,79,57,42,W,4,-3.269,-79.962
7381,SEMT,MEC,ELOY ALFARO INTERNATIONAL,MANTA,ECUADOR,0,56,44,S,80,40,41,W,14,-0.946,-80.678
7407,SEPV,PVO,REALES TAMARINDOS,PORTOVIEJO,ECUADOR,1,2,29,S,80,28,19,W,44,-1.041,-80.472
7410,SEQU,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,ECUADOR,0,8,28,S,78,29,17,W,2813,-0.141,-78.488
7418,SESA,SNC,GENERAL ULPIANO PAEZ,SALINAS,ECUADOR,2,12,17,S,80,59,19,W,4,-2.205,-80.989
7441,SETR,TPC,TARAPOA,TARAPOA,ECUADOR,0,7,22,S,76,20,15,W,245,-0.123,-76.337
7443,SETU,TUA,EL ROSAL TENIENTE MANTILLA,TULCAN,ECUADOR,0,48,34,N,77,42,29,W,2951,0.809,-77.708
7451,SGAS,ASU,SILVIO PETTIROSSI INTERNATIONAL,ASUNCION,PARAGUAY,25,14,23,S,57,31,8,W,90,-25.24,-57.519
7465,SKAR,AXM,EL EDEN,ARMENIA,COLOMBIA,4,27,13,N,75,45,55,W,1219,4.454,-75.765
7466,SKAS,PUU,TRES DE MAYO,PUERTO ASIS,COLOMBIA,0,30,18,N,76,30,3,W,248,0.505,-76.501
7468,SKBG,BGA,PALONEGRO,BUCARAMANGA,COLOMBIA,7,7,35,N,73,11,5,W,1188,7.126,-73.185
7469,SKBO,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,4,42,5,N,74,8,49,W,2549,4.701,-74.147
7470,SKBQ,BAQ,ERNESTO CORTISSOZ,BARRANQUILLA,COLOMBIA,10,53,22,N,74,46,50,W,30,10.889,-74.781
7471,SKBS,BSC,JOSE CELESTINO MUTIS,BAHIA SOLANO,COLOMBIA,6,12,10,N,77,23,40,W,25,6.203,-77.394
7472,SKBU,BUN,GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,3,49,10,N,76,59,23,W,15,3.819,-76.99
7473,SKCC,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,7,55,39,N,72,30,41,W,335,7.928,-72.511
7474,SKCD,COG,MANDINGA,CONDOTO,COLOMBIA,5,4,18,N,76,40,35,W,66,5.072,-76.676
7475,SKCG,CTG,RAFAEL NUNEZ,CARTAGENA,COLOMBIA,10,26,32,N,75,30,46,W,2,10.442,-75.513
7476,SKCL,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,3,32,35,N,76,22,53,W,964,3.543,-76.381
7477,SKCO,TCO,LA FLORIDA,TUMACO,COLOMBIA,1,48,51,N,78,44,57,W,3,1.814,-78.749
7478,SKCZ,CZU,LAS BRUJAS,COROZAL,COLOMBIA,9,19,57,N,75,17,8,W,147,9.332,-75.286
7479,SKEJ,EJA,YARIGUIES,BARRANCABERMEJA,COLOMBIA,7,1,27,N,73,48,24,W,126,7.024,-73.807
7480,SKFL,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,1,35,25,N,75,33,50,W,245,1.59,-75.564
7484,SKGP,GPI,GUAPI,GUAPI,COLOMBIA,2,34,12,N,77,53,54,W,50,2.57,-77.898
7486,SKIB,IBE,PERALES,IBAGUE,COLOMBIA,4,25,17,N,75,7,59,W,950,4.421,-75.133
7487,SKIP,IPI,SAN LUIS,IPIALES,COLOMBIA,0,51,42,N,77,40,18,W,2977,0.862,-77.672
7490,SKLT,LET,ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,4,11,35,S,69,56,33,W,85,-4.193,-69.943
7491,SKMD,EOH,OLAYA HERRERA,MEDELLIN,COLOMBIA,6,13,12,N,75,35,26,W,1506,6.22,-75.591
7492,SKMG,MGN,BARACOA,MAGANGUE,COLOMBIA,9,17,0,N,74,50,22,W,55,9.283,-74.839
7493,SKMR,MTR,LOS GARZONES,MONTERIA,COLOMBIA,8,49,25,N,75,49,33,W,11,8.824,-75.826
7494,SKMU,MVP,FABIO ALBERTO LEON BENTLEY,MITU,COLOMBIA,1,15,13,N,70,14,1,W,208,1.254,-70.234
7495,SKMZ,MZL,LA NUBIA,MANIZALES,COLOMBIA,5,1,47,N,75,27,54,W,2095,5.03,-75.465
7496,SKNV,NVA,BENITO SALAS,NEIVA,COLOMBIA,2,57,0,N,75,17,38,W,439,2.95,-75.294
7497,SKOC,OCV,AGUAS CLARAS,OCANA,COLOMBIA,8,18,53,N,73,21,30,W,1174,8.315,-73.358
7498,SKOT,OTU,OTU,OTU,COLOMBIA,7,0,37,N,74,42,55,W,610,7.01,-74.715
7500,SKPC,PCR,PUERTO CARRENO,PUERTO CARRENO,COLOMBIA,6,11,4,N,67,29,35,W,50,6.184,-67.493
7501,SKPE,PEI,MATECANA,PEREIRA,COLOMBIA,4,48,45,N,75,44,22,W,1346,4.813,-75.739
7503,SKPP,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,2,27,15,N,76,36,36,W,1734,2.454,-76.61
7504,SKPS,PSO,ANTONIO NARINO,PASTO,COLOMBIA,1,23,47,N,77,17,27,W,1802,1.396,-77.291
7505,SKPV,PVA,EL EMBRUJO,PROVIDENCIA,COLOMBIA,13,21,25,N,81,21,30,W,4,13.357,-81.358
7507,SKRG,MDE,JOSE MARIA CORDOVA,RIO NEGRO,COLOMBIA,6,9,52,N,75,25,23,W,2143,6.164,-75.423
7508,SKRH,RCH,ALMIRANTE PADILLA,RIO HACHA,COLOMBIA,11,31,34,N,72,55,33,W,14,11.526,-72.926
7509,SKSA,RVE,LOS COLONIZADORES,SARAVENA,COLOMBIA,6,57,29,N,71,51,18,W,214,6.958,-71.855
7510,SKSJ,SJE,JORGE E GONZALEZ TORRES,SAN JOSE DEL GUAVIARE,COLOMBIA,2,34,46,N,72,38,21,W,185,2.579,-72.639
7511,SKSM,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,11,7,10,N,74,13,50,W,7,11.119,-74.231
7512,SKSP,ADZ,GUSTAVO ROJAS PINILLA,SAN ANDRES ISLAND,COLOMBIA,12,35,0,N,81,42,40,W,6,12.583,-81.711
7513,SKSV,SVI,EDUARDO FALLA SOLANO,SAN VINCENTE DE CAGUAN,COLOMBIA,2,9,7,N,74,45,58,W,281,2.152,-74.766
7514,SKTD,TDA,TRINIDAD,TRINIDAD,COLOMBIA,5,25,49,N,71,39,29,W,199,5.43,-71.658
7515,SKTM,TME,TAME,TAME,COLOMBIA,6,27,3,N,71,45,36,W,321,6.451,-71.76
7516,SKTU,TRB,GONZALO MEJIA,TURBO,COLOMBIA,8,4,28,N,76,44,28,W,3,8.074,-76.741
7517,SKUC,AUC,SANTIAGO PEREZ,ARAUCA,COLOMBIA,7,4,7,N,70,44,12,W,122,7.069,-70.737
7518,SKUI,UIB,EL CARANO,QUIBDO,COLOMBIA,5,41,26,N,76,38,28,W,63,5.691,-76.641
7519,SKUL,ULQ,FARFAN,TULUA,COLOMBIA,4,5,18,N,76,14,6,W,955,4.088,-76.235
7520,SKVP,VUP,ALFONSO LOPEZ PUMAREJO,VALLEDUPAR,COLOMBIA,10,26,6,N,73,14,58,W,139,10.435,-73.249
7521,SKVV,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,4,10,4,N,73,36,49,W,425,4.168,-73.614
7526,SLAP,APB,APOLO,APOLO,BOLIVIA,14,44,22,S,68,24,39,W,1415,-14.739,-68.411
7535,SLBJ,BJO,BERMEJO,BERMEJO,BOLIVIA,22,46,10,S,64,18,54,W,381,-22.769,-64.315
7541,SLCA,CAM,CAMIRI,CAMIRI,BOLIVIA,20,0,25,S,63,31,39,W,798,-20.007,-63.527
7542,SLCB,CBB,JORGE WILSTERMAN,COCHABAMBA,BOLIVIA,17,25,15,S,66,10,37,W,2549,-17.421,-66.177
7551,SLCO,CIJ,CAPITAN ANIBAL ARAB,COBIJA,BOLIVIA,11,2,25,S,68,46,58,W,271,-11.04,-68.783
7552,SLCP,CEP,CONCEPCION,CONCEPTION,BOLIVIA,16,8,36,S,62,1,33,W,498,-16.143,-62.026
7575,SLGY,GYA,CAP DE AV EMILIO BELTRAN,GUAYARAMERIN,BOLIVIA,10,49,18,S,65,20,45,W,131,-10.822,-65.346
7594,SLJO,SJB,SAN JOAQUIN,SAN JOAQUIN,BOLIVIA,13,3,10,S,64,39,42,W,140,-13.053,-64.662
7605,SLLP,LPB,EL ALTO INTERNATIONAL,LA PAZ,BOLIVIA,16,30,47,S,68,11,32,W,4058,-16.513,-68.192
7611,SLMG,MGD,MAGDALENA,MAGDALENA,BOLIVIA,13,15,13,S,64,3,46,W,142,-13.254,-64.063
7627,SLPO,POI,CAPITAN NICOLAS ROJAS,POTOSI,BOLIVIA,19,32,36,S,65,43,26,W,3936,-19.543,-65.724
7630,SLPS,PSZ,CAP DE AV SALVADOR OGAYA G,PUERTO SUAREZ,BOLIVIA,18,58,31,S,57,49,14,W,135,-18.975,-57.821
7639,SLRI,RIB,CAP DE AV SELIN ZEITUN LOPEZ,RIBERALTA,BOLIVIA,11,0,37,S,66,4,24,W,142,-11.01,-66.073
7641,SLRQ,RBQ,RURRENABAQUE,RURRENABAQUE,BOLIVIA,14,25,42,S,67,30,5,W,203,-14.428,-67.501
7648,SLSB,SRJ,CAPITAN GERMAN QUIROGA G,SAN BORJA,BOLIVIA,14,51,27,S,66,44,15,W,194,-14.857,-66.737
7663,SLSU,SRE,JUANA AZURDUY DE PADILLA,SUCRE,BOLIVIA,19,0,25,S,65,17,20,W,2905,-19.007,-65.289
7670,SLTJ,TJA,CAPITAN ORIEL LEA PLAZA,TARIJA,BOLIVIA,21,33,20,S,64,42,3,W,1855,-21.556,-64.701
7672,SLTR,TDD,TTE AV JORGE HENRICH ARAUZ,TRINIDAD,BOLIVIA,14,49,10,S,64,55,6,W,156,-14.819,-64.918
7688,SLVR,VVI,VIRU VIRU INTERNATIONAL,SANTA CRUZ,BOLIVIA,17,38,41,S,63,8,7,W,374,-17.645,-63.135
7705,SMJP,PBM,JOHAN A PENGEL INTERNATIONAL,ZANDERY,SURINAM,5,27,10,N,55,11,16,W,18,5.453,-55.188
7712,SMZO,ORG,ZORG EN HOOP,PARAMARIBO,SURINAM,5,48,39,N,55,11,26,W,4,5.811,-55.191
7713,SOCA,CAY,ROCHAMBEAU,CAYENNE,FRENCH GUYANA,4,49,11,N,52,21,37,W,8,4.82,-52.36
7747,SPCL,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,8,22,40,S,74,34,27,W,157,-8.378,-74.574
7759,SPEO,CHM,TENIENTE FAP JAIME A DE MONTR MORALES,CHIMBOTE,PERU,9,9,3,S,78,31,25,W,22,-9.151,-78.524
7766,SPGM,TGI,TINGO MARIA,TINGO MARIA,PERU,9,17,24,S,76,0,21,W,613,-9.29,-76.006
7772,SPHI,CIX,CAPT JOSE ABELARDO QUINONES GONZALES,CHICLAYO,PERU,6,47,14,S,79,49,41,W,29,-6.787,-79.828
7774,SPHO,AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,AYACUCHO,PERU,13,9,17,S,74,12,15,W,2718,-13.155,-74.204
7778,SPHY,ANS,ANDAHUAYLAS,ANDAHUAYLAS,PERU,13,42,23,S,73,21,1,W,3445,-13.706,-73.35
7779,SPHZ,ATA,COMMANDANTE FAP GERMAN ARIAS GRAZZIANI,ANTA,PERU,9,20,50,S,77,35,54,W,2750,-9.347,-77.598
7782,SPIM,LIM,JORGE CHAVEZ INTERNATIONAL,LIMA,PERU,12,1,18,S,77,6,51,W,35,-12.022,-77.114
7791,SPJI,JJI,JUANJUI,JUANJUI,PERU,7,10,10,S,76,43,40,W,350,-7.169,-76.728
7793,SPJL,JUL,JULIACA,JULIACA,PERU,15,28,1,S,70,9,29,W,3825,-15.467,-70.158
7807,SPME,TBP,PEDRO CANGA,TUMBES,PERU,3,33,9,S,80,22,51,W,26,-3.552,-80.381
7809,SPMS,YMS,MOISES BENZAQUEN RENGIFO,YURIMAGUAS,PERU,5,53,38,S,76,7,6,W,179,-5.894,-76.118
7837,SPPY,CHH,CHACHAPOYAS,CHACHAPOYAS,PERU,6,12,6,S,77,51,21,W,2529,-6.202,-77.856
7843,SPQT,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,3,47,5,S,73,18,31,W,94,-3.785,-73.309
7844,SPQU,AQP,RODRIGUEZ BALLON,AREQUIPA,PERU,16,20,27,S,71,34,59,W,2593,-16.341,-71.583
7849,SPRU,TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,8,5,5,S,79,6,34,W,23,-8.085,-79.109
7859,SPSO,PIO,PISCO,PISCO,PERU,13,44,41,S,76,13,13,W,12,-13.745,-76.22
7863,SPST,TPP,TARAPOTO,TARAPOTO,PERU,6,30,31,S,76,22,23,W,275,-6.509,-76.373
7868,SPTN,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,TACNA,PERU,18,3,12,S,70,16,33,W,469,-18.053,-70.276
7873,SPTU,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,12,36,49,S,69,13,44,W,201,-12.614,-69.229
7876,SPUR,PIU,CAPITAN CONCHA,PIURA,PERU,5,12,20,S,80,36,59,W,54,-5.206,-80.616
7880,SPYL,TYL,CAPITAN MONTES,TALARA,PERU,4,34,35,S,81,15,14,W,86,-4.576,-81.254
7885,SPZO,CUZ,VELAZCO ASTETE,CUZCO,PERU,13,32,8,S,71,56,19,W,3311,-13.536,-71.939
7887,SUAA,MVD,ANGEL S ADAMI,MONTEVIDEO,URUGUAY,34,47,21,S,56,15,52,W,54,-34.789,-56.264
7888,SUAG,ATI,ARTIGAS INTERNATIONAL,ARTIGAS,URUGUAY,30,24,2,S,56,30,28,W,125,-30.401,-56.508
7889,SUCA,CYR,LAGUNA DE LOS PATOS INTERNATIONAL,COLONIA,URUGUAY,34,27,23,S,57,46,14,W,21,-34.456,-57.771
7893,SUMO,MLZ,CERRO LARGO,MELO,URUGUAY,32,20,16,S,54,13,0,W,111,-32.338,-54.217
7894,SUMU,MVD,CARRASCO INTERNATIONAL,MONTEVIDEO,URUGUAY,34,50,16,S,56,1,49,W,33,-34.838,-56.03
7895,SUPE,PDP,EL JAGUEL INTERNATIONAL,PUNTA DEL ESTE,URUGUAY,34,54,49,S,54,55,14,W,21,-34.914,-54.921
7896,SUPU,PDU,TYDEO LARRE BORGES INTERNATIONAL,PAYSANDU,URUGUAY,32,21,54,S,58,3,40,W,54,-32.365,-58.061
7897,SURV,RVY,RIVERA INTERNATIONAL,RIVERA,URUGUAY,30,58,28,S,55,28,34,W,218,-30.974,-55.476
7898,SUSO,STY,NUEVA HESPERIDES INTERNATIONAL,SALTO,URUGUAY,31,26,23,S,57,59,26,W,57,-31.44,-57.991
7899,SUTB,TAW,TACUAREMBO,TACUAREMBO,URUGUAY,31,44,56,S,55,55,32,W,135,-31.749,-55.926
7902,SVAC,AGV,OSWALDO GUEVARA MUJICA,ACARIGUA,VENEZUELA,9,33,12,N,69,14,16,W,196,9.553,-69.238
7903,SVAN,AAO,ANACO,ANACO,VENEZUELA,9,25,45,N,64,28,15,W,220,9.429,-64.471
7905,SVBC,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,10,6,25,N,64,41,20,W,8,10.107,-64.689
7906,SVBI,BNS,BARINAS,BARINAS,VENEZUELA,8,37,10,N,70,13,14,W,203,8.619,-70.221
7908,SVBM,BRM,BARQUISIMETO INTERNATIONAL,BARQUISIMETO,VENEZUELA,10,2,33,N,69,21,30,W,623,10.043,-69.358
7911,SVCB,CBL,CIUDAD BOLIVAR,CIUDAD BOLIVAR,VENEZUELA,8,7,19,N,63,32,13,W,61,8.122,-63.537
7917,SVCN,CAJ,CANAIMA,CANAIMA,VENEZUELA,6,13,55,N,62,51,15,W,442,6.232,-62.854
7919,SVCP,CUP,GENERAL JOSE FRANCISCO BERMUDEZ,CARUPANO,VENEZUELA,10,39,36,N,63,15,42,W,11,10.66,-63.262
7920,SVCR,CZE,JOSE LEONARDO CHIRINOS,CORO,VENEZUELA,11,24,53,N,69,40,51,W,16,11.415,-69.681
